delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP12311,Priya K,Bengaluru,Scooter,Full-Time,4.39,True
DP09866,Arjun S,Bengaluru,Scooter,Part-Time,3.91,True
DP08592,Sneha A,Kolkata,Cycle,Full-Time,4.33,True
DP12662,Pooja V,Hyderabad,Bike,Full-Time,4.04,True
DP04899,Divya N,Kolkata,Bike,Full-Time,4.72,True
DP01067,Nikhil U,Bengaluru,Scooter,Full-Time,4.0,True
DP11185,Pooja T,Mumbai,Scooter,Part-Time,4.46,False
DP09420,Pooja H,Mumbai,Scooter,Full-Time,4.23,True
DP07228,Rakesh K,Chennai,Scooter,Full-Time,4.52,True
DP07139,Rahul M,Bengaluru,Bike,Part-Time,4.4,True
DP13843,Rakesh D,Bengaluru,Scooter,Part-Time,3.88,True
DP08453,Vikas O,Hyderabad,Bike,Contract,4.18,True
DP14944,Divya E,Bengaluru,Scooter,Full-Time,4.32,True
DP06561,Ananya M,Bengaluru,Scooter,Full-Time,4.12,True
DP06624,Meena N,Pune,Cycle,Full-Time,3.71,False
DP04983,Divya K,Mumbai,Scooter,Full-Time,3.95,True
DP05151,Deepak Z,Bengaluru,Car,Full-Time,3.85,True
DP01242,Santosh E,Bengaluru,Scooter,Full-Time,3.58,True
DP02552,Arjun M,Mumbai,Bike,Contract,4.93,True
DP11097,Amit O,Hyderabad,Cycle,Full-Time,4.18,True
DP00523,Meena F,Kolkata,Scooter,Part-Time,4.43,True
DP06174,Nikhil U,Bengaluru,Scooter,Full-Time,4.15,True
DP09795,Manoj Z,Delhi,Bike,Part-Time,3.97,True
DP05098,Nikhil J,Pune,Bike,Full-Time,4.21,True
DP14308,Ravi A,Mumbai,Scooter,Part-Time,4.2,True
DP13942,Divya X,Hyderabad,Bike,Full-Time,3.82,True
DP05246,Deepak X,Delhi,Scooter,Full-Time,4.58,True
DP05822,Ananya H,Mumbai,Bike,Full-Time,4.0,True
DP10414,Vikas X,Bengaluru,Bike,Full-Time,4.68,True
DP03142,Priya Y,Kolkata,Car,Full-Time,4.34,True
DP06264,Santosh C,Mumbai,Scooter,Full-Time,4.13,False
DP12091,Suresh G,Bengaluru,Scooter,Part-Time,4.66,True
DP12711,Shreya O,Chennai,Bike,Contract,4.26,True
DP01592,Deepak H,Ahmedabad,Bike,Part-Time,3.71,True
DP14097,Deepak O,Kolkata,Scooter,Full-Time,4.26,True
DP03670,Rahul J,Hyderabad,Scooter,Full-Time,4.5,True
DP04190,Kiran K,Bengaluru,Scooter,Part-Time,3.99,True
DP12885,Suresh B,Bengaluru,Bike,Full-Time,3.94,True
DP01435,Pooja L,Bengaluru,Scooter,Full-Time,4.11,True
DP12007,Amit O,Hyderabad,Scooter,Part-Time,4.33,True
DP09407,Deepak L,Chennai,Scooter,Full-Time,4.48,True
DP04927,Amit F,Kolkata,Bike,Full-Time,4.17,False
DP01961,Vikas X,Hyderabad,Cycle,Full-Time,4.38,True
DP00682,Santosh G,Bengaluru,Cycle,Part-Time,4.55,True
DP14890,Manoj K,Delhi,Cycle,Part-Time,4.3,True
DP10951,Rakesh V,Ahmedabad,Bike,Full-Time,3.97,False
DP06880,Pooja K,Pune,Cycle,Full-Time,4.68,True
DP00517,Rahul K,Chennai,Scooter,Full-Time,4.08,True
DP02941,Suresh S,Chennai,Scooter,Full-Time,4.23,True
DP09276,Rakesh F,Pune,Cycle,Part-Time,4.38,True
DP12225,Ravi F,Hyderabad,Car,Contract,3.96,True
DP08263,Suresh W,Ahmedabad,Bike,Contract,4.36,False
DP14388,Vikas D,Hyderabad,Bike,Full-Time,4.26,True
DP00563,Suresh S,Kolkata,Bike,Full-Time,3.64,True
DP00045,Kiran D,Chennai,Cycle,Part-Time,4.35,True
DP03648,Shreya S,Delhi,Scooter,Part-Time,4.32,True
DP12535,Neha J,Bengaluru,Scooter,Full-Time,4.37,True
DP05534,Pooja G,Mumbai,Scooter,Full-Time,3.93,True
DP13492,Arjun M,Mumbai,Bike,Part-Time,4.67,True
DP06026,Santosh D,Pune,Scooter,Contract,3.9,True
DP10595,Divya H,Bengaluru,Bike,Full-Time,4.07,True
DP04821,Ananya V,Kolkata,Scooter,Full-Time,4.29,True
DP06751,Priya E,Delhi,Scooter,Part-Time,4.69,True
DP11477,Neha F,Hyderabad,Cycle,Part-Time,4.23,True
DP02416,Ravi X,Kolkata,Scooter,Full-Time,3.97,True
DP01438,Kiran F,Bengaluru,Bike,Part-Time,4.18,True
DP05799,Divya Z,Mumbai,Scooter,Part-Time,4.46,True
DP02191,Rakesh O,Bengaluru,Bike,Full-Time,4.07,False
DP12043,Shreya B,Ahmedabad,Bike,Full-Time,4.12,True
DP02094,Pooja N,Chennai,Bike,Full-Time,4.36,True
DP03455,Shreya F,Chennai,Bike,Full-Time,4.18,True
DP05129,Divya Z,Bengaluru,Bike,Full-Time,4.03,True
DP07595,Vikas G,Hyderabad,Scooter,Part-Time,4.41,True
DP03878,Sneha X,Chennai,Cycle,Part-Time,3.82,False
DP09195,Rakesh K,Delhi,Bike,Part-Time,3.84,False
DP09421,Ravi M,Hyderabad,Bike,Part-Time,3.89,True
DP03014,Manoj S,Chennai,Car,Part-Time,4.56,True
DP14307,Neha K,Chennai,Bike,Part-Time,4.45,True
DP01932,Nikhil H,Delhi,Cycle,Part-Time,3.89,True
DP14077,Suresh R,Mumbai,Bike,Contract,4.4,True
DP02687,Nikhil T,Pune,Bike,Part-Time,4.27,True
DP12560,Sneha M,Hyderabad,Scooter,Full-Time,4.12,True
DP06659,Deepak S,Chennai,Scooter,Full-Time,3.85,True
DP07571,Meena Q,Chennai,Cycle,Full-Time,3.81,True
DP00328,Santosh J,Kolkata,Scooter,Full-Time,4.02,False
DP05467,Ravi P,Pune,Car,Part-Time,4.1,True
DP12697,Priya H,Ahmedabad,Bike,Full-Time,3.37,True
DP14961,Amit H,Chennai,Bike,Full-Time,4.07,True
DP03541,Sneha O,Pune,Bike,Full-Time,3.7,True
DP05656,Kiran V,Pune,Cycle,Full-Time,4.19,True
DP12015,Suresh O,Hyderabad,Bike,Contract,4.33,True
DP08024,Arjun N,Hyderabad,Scooter,Full-Time,3.76,True
DP04778,Divya T,Delhi,Bike,Contract,4.12,True
DP10713,Nikhil Q,Bengaluru,Bike,Full-Time,3.83,False
DP02350,Neha W,Pune,Bike,Full-Time,4.07,True
DP13130,Divya K,Bengaluru,Scooter,Part-Time,4.35,False
DP05974,Arjun U,Mumbai,Car,Part-Time,4.77,True
DP03017,Sneha N,Bengaluru,Bike,Full-Time,4.92,True
DP04974,Amit H,Mumbai,Bike,Part-Time,4.22,True
DP07087,Santosh L,Delhi,Scooter,Full-Time,4.3,True
DP00327,Shreya T,Mumbai,Bike,Full-Time,4.55,False
DP12025,Ananya S,Kolkata,Scooter,Part-Time,4.05,True
DP04152,Divya U,Hyderabad,Bike,Contract,4.7,True
DP01753,Meena C,Pune,Bike,Contract,3.96,False
DP11771,Suresh Q,Kolkata,Scooter,Contract,4.85,True
DP09923,Shreya Z,Bengaluru,Bike,Contract,4.51,True
DP00704,Ravi B,Bengaluru,Bike,Part-Time,4.09,True
DP11563,Rakesh B,Delhi,Cycle,Full-Time,4.56,True
DP11779,Shreya R,Pune,Bike,Full-Time,4.44,True
DP10588,Manoj J,Bengaluru,Bike,Contract,3.92,True
DP14922,Vikas E,Bengaluru,Cycle,Full-Time,4.73,False
DP01636,Shreya P,Bengaluru,Cycle,Full-Time,3.95,True
DP01924,Meena O,Pune,Cycle,Full-Time,3.92,True
DP11064,Nikhil K,Pune,Bike,Full-Time,4.32,True
DP05442,Rakesh U,Ahmedabad,Bike,Contract,3.66,False
DP12238,Ravi B,Bengaluru,Bike,Full-Time,4.16,True
DP13217,Shreya X,Mumbai,Cycle,Contract,4.08,True
DP08277,Priya W,Delhi,Bike,Contract,4.23,True
DP02842,Vikas W,Kolkata,Scooter,Full-Time,4.35,True
DP12036,Rahul U,Delhi,Bike,Part-Time,4.37,True
DP14210,Meena P,Bengaluru,Scooter,Full-Time,3.95,True
DP14918,Nikhil N,Chennai,Bike,Full-Time,4.46,True
DP12840,Shreya M,Chennai,Bike,Contract,4.84,True
DP14800,Shreya L,Bengaluru,Cycle,Full-Time,3.93,True
DP11920,Vikas D,Chennai,Cycle,Part-Time,3.97,True
DP11775,Amit A,Bengaluru,Car,Part-Time,4.25,False
DP10148,Suresh K,Hyderabad,Scooter,Full-Time,4.57,True
DP11532,Deepak D,Chennai,Scooter,Full-Time,4.31,True
DP08661,Sneha Q,Bengaluru,Scooter,Part-Time,4.46,True
DP00677,Rahul Z,Bengaluru,Bike,Contract,4.44,False
DP01269,Arjun B,Kolkata,Scooter,Full-Time,4.05,True
DP12745,Ananya J,Ahmedabad,Bike,Full-Time,4.1,True
DP11821,Santosh C,Bengaluru,Bike,Contract,3.92,True
DP10439,Vikas P,Hyderabad,Bike,Full-Time,4.11,True
DP13704,Shreya E,Ahmedabad,Bike,Full-Time,4.03,True
DP14769,Ananya U,Mumbai,Scooter,Part-Time,4.2,True
DP05787,Ananya N,Hyderabad,Bike,Full-Time,4.31,True
DP11542,Ananya L,Hyderabad,Bike,Part-Time,4.58,True
DP08332,Vikas C,Pune,Bike,Contract,4.22,True
DP11716,Pooja Q,Delhi,Bike,Full-Time,4.09,False
DP10325,Arjun Z,Delhi,Bike,Full-Time,4.08,False
DP06893,Rakesh F,Pune,Car,Full-Time,4.07,True
DP01646,Vikas J,Delhi,Bike,Contract,3.81,True
DP06813,Priya Z,Bengaluru,Bike,Full-Time,4.26,True
DP03668,Pooja J,Kolkata,Cycle,Full-Time,4.39,True
DP03369,Rakesh K,Pune,Scooter,Part-Time,3.97,True
DP09968,Ravi F,Pune,Scooter,Full-Time,3.93,True
DP01117,Pooja X,Hyderabad,Scooter,Full-Time,4.15,True
DP10436,Neha E,Delhi,Scooter,Full-Time,4.22,True
DP12315,Priya B,Pune,Cycle,Full-Time,4.39,True
DP03331,Santosh B,Kolkata,Bike,Full-Time,4.36,True
DP04100,Amit X,Mumbai,Scooter,Full-Time,4.79,True
DP00488,Deepak X,Pune,Bike,Part-Time,3.89,True
DP01893,Nikhil T,Ahmedabad,Cycle,Contract,4.6,True
DP04075,Ravi B,Mumbai,Cycle,Part-Time,4.02,True
DP00410,Ananya F,Bengaluru,Scooter,Part-Time,4.25,True
DP10170,Manoj V,Chennai,Bike,Full-Time,3.76,True
DP06059,Nikhil E,Ahmedabad,Scooter,Part-Time,3.92,True
DP08205,Suresh A,Hyderabad,Bike,Full-Time,4.07,True
DP05600,Santosh Y,Hyderabad,Scooter,Full-Time,4.56,True
DP02175,Arjun K,Delhi,Bike,Part-Time,4.3,False
DP13152,Amit W,Mumbai,Scooter,Full-Time,3.71,True
DP10622,Meena W,Mumbai,Scooter,Full-Time,4.23,True
DP11585,Deepak W,Bengaluru,Bike,Part-Time,4.13,True
DP04111,Kiran Y,Delhi,Scooter,Contract,3.91,True
DP05410,Divya K,Mumbai,Scooter,Part-Time,4.91,True
DP08040,Deepak T,Mumbai,Bike,Contract,4.24,True
DP08836,Rahul Y,Delhi,Car,Part-Time,4.72,True
DP10226,Shreya A,Mumbai,Scooter,Part-Time,4.12,True
DP07439,Vikas U,Mumbai,Cycle,Contract,4.04,True
DP12175,Ananya G,Delhi,Bike,Full-Time,3.99,True
DP13955,Pooja E,Delhi,Bike,Contract,4.13,True
DP01864,Deepak I,Hyderabad,Cycle,Contract,3.67,True
DP10958,Arjun U,Mumbai,Bike,Full-Time,3.92,True
DP02692,Manoj P,Delhi,Bike,Contract,4.11,True
DP10417,Vikas A,Bengaluru,Bike,Full-Time,3.61,True
DP10301,Shreya D,Delhi,Scooter,Full-Time,4.43,True
DP11972,Rakesh Y,Mumbai,Cycle,Part-Time,4.75,True
DP11863,Amit Z,Bengaluru,Cycle,Part-Time,4.74,True
DP06588,Priya R,Mumbai,Scooter,Full-Time,3.94,True
DP09049,Sneha W,Pune,Bike,Part-Time,4.56,True
DP02571,Santosh A,Bengaluru,Scooter,Full-Time,4.4,True
DP13243,Priya N,Mumbai,Bike,Full-Time,4.68,True
DP13216,Meena C,Pune,Scooter,Full-Time,4.48,True
DP10241,Suresh L,Hyderabad,Bike,Full-Time,4.75,True
DP08934,Meena D,Bengaluru,Scooter,Full-Time,3.95,True
DP08369,Ananya N,Hyderabad,Cycle,Full-Time,4.48,False
DP05640,Suresh B,Mumbai,Scooter,Part-Time,4.33,True
DP11502,Kiran L,Pune,Bike,Full-Time,4.73,True
DP13268,Neha R,Ahmedabad,Bike,Full-Time,4.2,True
DP03631,Shreya C,Bengaluru,Scooter,Full-Time,4.72,False
DP11197,Santosh O,Ahmedabad,Scooter,Part-Time,4.55,True
DP03278,Meena Y,Chennai,Scooter,Part-Time,4.36,True
DP04063,Rahul V,Mumbai,Bike,Contract,4.21,True
DP08265,Divya U,Ahmedabad,Car,Full-Time,3.93,True
DP06021,Meena J,Chennai,Scooter,Full-Time,4.33,True
DP11501,Divya B,Mumbai,Bike,Contract,3.86,True
DP11144,Vikas D,Ahmedabad,Bike,Part-Time,3.9,True
DP09859,Deepak A,Delhi,Scooter,Part-Time,4.51,True
DP03594,Ananya V,Mumbai,Bike,Full-Time,4.61,False
DP12804,Pooja T,Pune,Cycle,Contract,3.83,True
DP02431,Amit J,Chennai,Car,Full-Time,4.17,False
DP14209,Suresh U,Bengaluru,Scooter,Full-Time,4.57,True
DP01711,Rahul J,Pune,Scooter,Part-Time,3.81,True
DP11820,Vikas W,Ahmedabad,Cycle,Full-Time,3.51,True
DP03195,Ananya K,Hyderabad,Bike,Full-Time,4.46,True
DP05559,Kiran Q,Hyderabad,Scooter,Part-Time,4.85,True
DP12690,Sneha D,Bengaluru,Scooter,Contract,4.29,True
DP10340,Manoj D,Mumbai,Bike,Full-Time,3.89,True
DP04229,Divya V,Pune,Bike,Full-Time,4.08,True
DP12992,Pooja L,Delhi,Bike,Contract,3.94,True
DP06117,Pooja A,Bengaluru,Bike,Full-Time,4.22,True
DP09058,Suresh F,Mumbai,Bike,Full-Time,4.16,True
DP12021,Santosh T,Hyderabad,Scooter,Part-Time,4.13,True
DP09969,Neha U,Ahmedabad,Scooter,Part-Time,3.69,True
DP06578,Manoj W,Delhi,Scooter,Contract,3.46,True
DP13961,Amit D,Bengaluru,Car,Contract,3.9,True
DP00433,Sneha D,Chennai,Bike,Part-Time,3.77,True
DP13381,Meena V,Bengaluru,Bike,Part-Time,4.06,True
DP08744,Suresh B,Kolkata,Scooter,Full-Time,4.25,False
DP04621,Ananya J,Hyderabad,Bike,Full-Time,3.81,True
DP00280,Santosh F,Bengaluru,Bike,Part-Time,4.19,True
DP01929,Rakesh P,Pune,Scooter,Full-Time,4.67,True
DP07169,Suresh H,Mumbai,Scooter,Contract,4.45,True
DP06857,Priya W,Pune,Bike,Part-Time,4.38,True
DP00442,Suresh B,Pune,Scooter,Part-Time,4.47,True
DP06970,Amit Q,Mumbai,Cycle,Full-Time,4.39,True
DP03260,Manoj Q,Delhi,Scooter,Part-Time,4.92,True
DP01001,Rahul Z,Mumbai,Bike,Full-Time,4.31,True
DP02182,Ravi C,Kolkata,Cycle,Full-Time,4.43,True
DP14781,Rahul R,Bengaluru,Cycle,Full-Time,4.52,True
DP02266,Priya V,Pune,Car,Part-Time,4.17,True
DP06433,Priya I,Pune,Bike,Part-Time,4.67,True
DP00807,Arjun P,Bengaluru,Bike,Full-Time,4.01,True
DP08487,Kiran G,Mumbai,Bike,Full-Time,4.09,True
DP11435,Pooja D,Ahmedabad,Bike,Part-Time,4.07,True
DP10399,Arjun F,Chennai,Scooter,Full-Time,3.86,True
DP02226,Rakesh X,Chennai,Bike,Full-Time,4.17,True
DP14594,Priya U,Chennai,Scooter,Contract,4.45,True
DP13061,Rahul V,Bengaluru,Scooter,Part-Time,4.16,True
DP09566,Divya S,Ahmedabad,Scooter,Full-Time,3.84,True
DP08208,Ravi T,Delhi,Bike,Full-Time,4.24,False
DP07492,Amit X,Pune,Scooter,Contract,3.96,True
DP07333,Kiran K,Delhi,Bike,Full-Time,4.13,True
DP05308,Priya A,Delhi,Bike,Part-Time,4.05,True
DP03216,Amit Q,Bengaluru,Bike,Full-Time,4.51,False
DP08261,Manoj Z,Chennai,Bike,Part-Time,4.22,True
DP08044,Vikas N,Bengaluru,Scooter,Contract,4.33,True
DP13160,Neha N,Kolkata,Car,Full-Time,4.71,True
DP11932,Rahul K,Delhi,Scooter,Part-Time,4.14,True
DP00747,Neha S,Delhi,Cycle,Full-Time,3.86,True
DP06412,Rahul A,Pune,Bike,Full-Time,4.21,True
DP09709,Pooja R,Delhi,Scooter,Part-Time,3.55,True
DP07452,Divya L,Mumbai,Cycle,Full-Time,3.63,False
DP00183,Divya P,Bengaluru,Bike,Full-Time,4.29,True
DP12613,Pooja M,Pune,Bike,Contract,4.22,True
DP09413,Kiran D,Hyderabad,Scooter,Full-Time,4.16,False
DP05653,Pooja B,Kolkata,Bike,Part-Time,4.27,True
DP06249,Nikhil G,Chennai,Scooter,Full-Time,4.08,True
DP14461,Sneha G,Bengaluru,Scooter,Part-Time,3.96,True
DP09068,Arjun M,Ahmedabad,Scooter,Full-Time,4.11,True
DP11068,Sneha L,Pune,Bike,Full-Time,3.86,True
DP04683,Rakesh Z,Delhi,Scooter,Full-Time,4.53,True
DP10220,Nikhil T,Bengaluru,Bike,Contract,4.09,True
DP08182,Pooja F,Hyderabad,Bike,Contract,4.39,True
DP00643,Ananya Y,Bengaluru,Bike,Full-Time,4.03,True
DP00098,Amit D,Ahmedabad,Cycle,Full-Time,4.3,True
DP09224,Vikas E,Pune,Car,Contract,4.39,True
DP04133,Arjun F,Kolkata,Bike,Contract,3.44,True
DP10530,Divya H,Bengaluru,Bike,Full-Time,3.84,True
DP09975,Rakesh K,Bengaluru,Scooter,Full-Time,4.39,True
DP11530,Arjun L,Pune,Scooter,Contract,4.19,True
DP01375,Deepak D,Bengaluru,Scooter,Part-Time,4.38,True
DP12777,Neha M,Pune,Scooter,Part-Time,3.75,True
DP10743,Priya F,Kolkata,Car,Full-Time,4.31,True
DP13262,Amit J,Kolkata,Scooter,Full-Time,4.46,False
DP01042,Kiran H,Ahmedabad,Bike,Contract,4.2,True
DP06814,Rakesh P,Bengaluru,Scooter,Contract,4.18,True
DP13863,Suresh D,Mumbai,Bike,Full-Time,3.87,True
DP01565,Suresh K,Mumbai,Bike,Full-Time,3.89,True
DP10293,Ananya O,Kolkata,Cycle,Part-Time,4.46,True
DP11891,Nikhil D,Mumbai,Scooter,Contract,4.22,True
DP10985,Pooja R,Bengaluru,Bike,Part-Time,4.19,True
DP07178,Arjun S,Chennai,Bike,Full-Time,3.96,False
DP06704,Neha J,Bengaluru,Scooter,Part-Time,4.15,False
DP02893,Ravi P,Delhi,Bike,Full-Time,3.94,True
DP10062,Ravi Q,Ahmedabad,Bike,Full-Time,4.02,True
DP06942,Rahul R,Mumbai,Car,Full-Time,4.33,True
DP06340,Meena J,Mumbai,Bike,Full-Time,3.71,True
DP00532,Arjun I,Bengaluru,Scooter,Part-Time,4.33,True
DP08349,Divya O,Delhi,Scooter,Full-Time,4.22,True
DP10458,Kiran V,Delhi,Scooter,Full-Time,4.01,True
DP14254,Kiran S,Bengaluru,Bike,Contract,3.95,True
DP01355,Vikas E,Delhi,Scooter,Part-Time,4.75,True
DP12623,Suresh L,Mumbai,Scooter,Full-Time,3.88,True
DP01356,Neha U,Delhi,Cycle,Full-Time,4.21,False
DP07295,Shreya H,Mumbai,Bike,Contract,4.27,True
DP07361,Shreya M,Delhi,Bike,Part-Time,4.23,True
DP05650,Shreya M,Bengaluru,Car,Part-Time,4.66,True
DP00180,Ananya P,Pune,Bike,Full-Time,3.81,True
DP14885,Kiran F,Bengaluru,Scooter,Part-Time,3.91,True
DP03008,Deepak Q,Bengaluru,Bike,Part-Time,3.97,True
DP03583,Rahul P,Mumbai,Bike,Contract,4.11,True
DP09310,Shreya H,Delhi,Bike,Full-Time,3.8,True
DP09588,Pooja E,Bengaluru,Cycle,Part-Time,4.87,False
DP11862,Ananya X,Delhi,Bike,Full-Time,4.25,True
DP04464,Santosh F,Mumbai,Scooter,Contract,4.62,True
DP07806,Manoj X,Delhi,Bike,Part-Time,4.22,True
DP00499,Deepak F,Hyderabad,Scooter,Full-Time,3.68,True
DP08011,Meena P,Bengaluru,Scooter,Part-Time,4.43,True
DP04343,Amit H,Delhi,Scooter,Part-Time,3.88,True
DP03941,Vikas L,Bengaluru,Bike,Full-Time,4.35,True
DP00755,Kiran U,Bengaluru,Car,Full-Time,4.56,False
DP00313,Meena T,Delhi,Scooter,Contract,4.35,True
DP10088,Priya D,Hyderabad,Scooter,Full-Time,4.52,True
DP01926,Ananya M,Mumbai,Bike,Full-Time,4.09,True
DP07867,Neha M,Pune,Bike,Full-Time,4.1,True
DP00512,Manoj B,Kolkata,Bike,Full-Time,3.92,True
DP11561,Ananya N,Delhi,Cycle,Contract,4.25,True
DP01383,Deepak D,Pune,Bike,Full-Time,4.38,True
DP01450,Priya Q,Bengaluru,Scooter,Part-Time,4.58,True
DP04693,Priya F,Mumbai,Scooter,Contract,4.72,True
DP10772,Nikhil R,Mumbai,Cycle,Part-Time,3.64,True
DP12907,Pooja L,Delhi,Scooter,Contract,4.21,True
DP07204,Pooja G,Mumbai,Bike,Full-Time,4.21,True
DP00196,Santosh Z,Hyderabad,Cycle,Part-Time,4.23,True
DP02290,Suresh N,Bengaluru,Scooter,Contract,4.0,True
DP10700,Amit U,Chennai,Bike,Full-Time,4.3,True
DP12181,Rakesh X,Delhi,Bike,Full-Time,4.11,True
DP02467,Priya U,Mumbai,Car,Part-Time,4.16,True
DP01800,Sneha I,Delhi,Bike,Contract,3.77,True
DP14177,Nikhil B,Mumbai,Bike,Full-Time,4.12,True
DP08158,Suresh K,Bengaluru,Scooter,Contract,4.73,True
DP10599,Suresh F,Bengaluru,Bike,Part-Time,3.74,True
DP06774,Kiran T,Bengaluru,Bike,Full-Time,4.42,True
DP03225,Divya M,Bengaluru,Cycle,Contract,3.43,True
DP14405,Deepak D,Mumbai,Car,Full-Time,4.03,True
DP03156,Sneha M,Hyderabad,Bike,Contract,3.99,True
DP02544,Ananya U,Hyderabad,Scooter,Full-Time,4.15,False
DP03246,Deepak O,Kolkata,Bike,Full-Time,3.99,True
DP02371,Priya O,Pune,Cycle,Part-Time,3.62,True
DP02954,Priya I,Mumbai,Cycle,Contract,4.58,False
DP11369,Rahul C,Pune,Scooter,Full-Time,4.65,False
DP12117,Divya G,Bengaluru,Scooter,Part-Time,4.17,True
DP01475,Arjun A,Hyderabad,Scooter,Full-Time,3.93,True
DP04903,Rahul G,Chennai,Bike,Part-Time,4.06,True
DP09848,Divya A,Pune,Bike,Full-Time,4.03,True
DP11710,Pooja L,Delhi,Scooter,Contract,4.3,True
DP14658,Neha C,Bengaluru,Bike,Full-Time,4.61,True
DP00119,Nikhil S,Chennai,Scooter,Full-Time,4.23,True
DP03696,Ravi B,Hyderabad,Scooter,Contract,4.22,True
DP13197,Sneha K,Chennai,Scooter,Full-Time,4.36,True
DP11799,Amit C,Delhi,Scooter,Contract,4.58,True
DP06300,Sneha W,Delhi,Scooter,Full-Time,4.06,False
DP04294,Suresh J,Hyderabad,Bike,Contract,4.56,True
DP00006,Divya K,Pune,Scooter,Part-Time,4.08,True
DP09572,Shreya O,Delhi,Scooter,Full-Time,3.74,True
DP11163,Manoj L,Bengaluru,Scooter,Full-Time,4.03,True
DP07964,Rakesh F,Hyderabad,Scooter,Part-Time,4.19,True
DP04077,Manoj J,Mumbai,Bike,Part-Time,4.18,True
DP06613,Arjun W,Pune,Car,Full-Time,4.52,True
DP03292,Manoj A,Delhi,Bike,Part-Time,3.89,False
DP05414,Neha B,Hyderabad,Car,Full-Time,4.25,True
DP08636,Divya L,Bengaluru,Bike,Full-Time,3.92,True
DP07129,Shreya Q,Bengaluru,Bike,Contract,3.71,True
DP10101,Meena C,Chennai,Scooter,Full-Time,4.03,True
DP11313,Manoj M,Delhi,Bike,Part-Time,4.65,True
DP11629,Rakesh M,Bengaluru,Scooter,Full-Time,3.96,True
DP09766,Amit U,Pune,Bike,Part-Time,4.14,True
DP02593,Ravi M,Delhi,Scooter,Part-Time,5.0,False
DP08257,Neha U,Chennai,Bike,Contract,4.54,True
DP04156,Priya S,Hyderabad,Bike,Contract,4.65,True
DP13934,Pooja R,Bengaluru,Bike,Full-Time,5.0,True
DP13452,Ananya R,Chennai,Scooter,Contract,4.44,True
DP02751,Ananya V,Mumbai,Car,Full-Time,4.09,True
DP04264,Divya O,Bengaluru,Car,Full-Time,4.26,True
DP08202,Priya V,Bengaluru,Bike,Part-Time,3.71,True
DP04427,Sneha L,Ahmedabad,Bike,Full-Time,4.12,True
DP07274,Priya D,Ahmedabad,Bike,Full-Time,4.37,True
DP08274,Amit J,Delhi,Car,Full-Time,4.19,True
DP00145,Shreya J,Delhi,Car,Full-Time,3.84,True
DP04777,Nikhil A,Bengaluru,Car,Full-Time,4.24,True
DP09915,Meena K,Bengaluru,Bike,Contract,4.79,True
DP10716,Ananya B,Hyderabad,Scooter,Full-Time,4.33,True
DP12134,Amit I,Bengaluru,Bike,Part-Time,4.7,True
DP03897,Vikas J,Bengaluru,Scooter,Part-Time,4.26,True
DP07209,Amit V,Bengaluru,Bike,Full-Time,4.32,True
DP08378,Santosh Y,Kolkata,Bike,Full-Time,3.97,True
DP10059,Shreya Y,Pune,Scooter,Part-Time,4.26,True
DP08240,Nikhil N,Kolkata,Scooter,Full-Time,4.0,True
DP00271,Suresh C,Bengaluru,Scooter,Part-Time,4.46,False
DP03864,Divya G,Pune,Scooter,Contract,4.77,True
DP05855,Amit V,Bengaluru,Scooter,Full-Time,4.18,True
DP09883,Rahul I,Pune,Scooter,Full-Time,3.87,True
DP03189,Ravi Z,Delhi,Cycle,Full-Time,4.32,True
DP03582,Manoj I,Mumbai,Bike,Contract,4.02,True
DP03395,Ravi P,Hyderabad,Scooter,Full-Time,4.36,True
DP00369,Divya F,Kolkata,Car,Full-Time,3.95,True
DP11102,Priya Q,Chennai,Scooter,Part-Time,4.41,True
DP04351,Arjun Y,Pune,Bike,Full-Time,4.29,True
DP02083,Vikas C,Bengaluru,Scooter,Full-Time,4.38,True
DP00734,Vikas F,Hyderabad,Scooter,Full-Time,4.48,False
DP03686,Vikas S,Delhi,Bike,Part-Time,4.47,True
DP05536,Rahul P,Bengaluru,Scooter,Contract,4.16,True
DP01737,Meena O,Mumbai,Bike,Part-Time,3.73,True
DP03761,Rahul A,Chennai,Scooter,Full-Time,4.48,True
DP04142,Ananya X,Mumbai,Scooter,Part-Time,4.15,True
DP12538,Nikhil S,Hyderabad,Scooter,Full-Time,4.56,True
DP02991,Vikas X,Bengaluru,Cycle,Full-Time,4.27,True
DP00405,Kiran Q,Kolkata,Scooter,Contract,4.32,True
DP13456,Ravi N,Delhi,Cycle,Contract,4.94,True
DP01397,Arjun E,Mumbai,Scooter,Full-Time,4.19,False
DP12205,Rakesh W,Mumbai,Cycle,Full-Time,4.24,True
DP01881,Vikas X,Mumbai,Cycle,Part-Time,4.15,True
DP06110,Neha C,Ahmedabad,Bike,Full-Time,4.57,True
DP11557,Deepak N,Mumbai,Bike,Full-Time,3.7,True
DP02777,Kiran P,Hyderabad,Bike,Part-Time,3.49,True
DP01317,Ananya H,Ahmedabad,Cycle,Part-Time,4.75,True
DP05184,Manoj W,Hyderabad,Scooter,Full-Time,4.51,True
DP09028,Rahul W,Hyderabad,Cycle,Full-Time,4.21,True
DP01261,Vikas F,Ahmedabad,Scooter,Full-Time,4.28,True
DP14043,Amit V,Mumbai,Bike,Full-Time,3.65,False
DP10982,Neha O,Chennai,Scooter,Full-Time,4.08,True
